#id1,id2,weight
Morden,PPLA3,1
Morden,MTRO,1
Morden,RSTN,1
Molesey,PPL,1
Mitcham,RSTN,1
Mitcham,PPL,1
Mitcham,MTRO,1
Mitcham,CMN,1
Junction,RSTN,1
Junction,PPL,1
Junction,RJCT,1
Junction,MTRO,1
Millwall,PPLX,1
Mill,PPL,1
Mill,MTRO,1
Mill,RSTN,1
Maze,RSTN,1
Mayfair,PPL,1
Mayfair,HTL,1
Marylebone,RSTN,1
Marylebone,HTL,1
Marylebone,PPLX,1
Marylebone,MTRO,1
Margaret,PT,1
Ness,PT,1
Maida,MTRO,1
Maida,PPLX,1
Maida,HTL,1
Vale,MTRO,1
Vale,PPLX,1
Vale,RJCT,1
Vale,HTL,1
Vale,AREA,1
Lower,RSTN,1
Lower,PPLX,1
Lower,PPL,1
Lower,ST,1
Loughton,PPL,1
Loughton,MTRO,1
Loughton,ADM4,1
Liverpool,RSTN,1
Liverpool,MTRO,1
Liverpool,HTL,1
Street,RSTN,1
Street,HSP,1
Street,HTL,1
Street,BDG,1
Street,ST,1
Street,PPL,1
Street,MTRO,1
Street,PPLX,1
Street,TOWR,1
Street,RD,1
Street,RSTNQ,1
Little,PRSH,1
Lincolns,PRK,1
Inn,PRK,1
Inn,HTL,1
Inn,ST,1
Fields,PRK,1
Fields,RSTN,1
Limehouse,PPLX,1
Limehouse,HTL,1
Limehouse,MTRO,1
Limehouse,RSTN,1
Leyton,PPL,1
Leyton,RSTN,1
Leyton,MTRO,1
Leyton,HTL,1
Lewisham,PPLX,1
Lewisham,ADM3,1
Lewisham,HSP,1
Lewisham,RSTN,1
Lewisham,MTRO,1
Lewisham,RJCT,1
Lea,STM,1
Lea,TOWR,1
King's,RSTN,1
King's,PPL,1
King's,RSTNQ,1
King's,MTRO,1
King's,OBS,1
Kingsbury,MTRO,1
Kingsbury,PPL,1
Kidbrooke,PPL,1
Kidbrooke,RSTN,1
Kew,PPL,1
Kew,BDG,1
Kew,PRK,1
Kew,RSTN,1
Kew,MTRO,1
Kew,PAL,1
Gardens,PPL,1
Gardens,HTL,1
Gardens,PRK,1
Gardens,MTRO,1
Gardens,RSTN,1
Gardens,MALL,1
Gardens,GDN,1
Kenton,PPL,1
Kenton,HTL,1
Kenton,RSTN,1
Kenton,MTRO,1
Islington,PPLA3,1
Islington,ADM3,1
Islington,HTL,1
Islington,RSTN,1
Islington,MTRO,1
Islington,REST,1
Isleworth,PPL,1
Isleworth,RSTN,1
Isleworth,ISL,1
Ilford,PPLA3,1
Ilford,CSTL,1
Ilford,RSTN,1
Ilford,HTL,1
Hoxton,PPLX,1
Hoxton,HTL,1
Hoxton,RSTN,1
Hornsey,PPL,1
Hornsey,RSTN,1
Road,MTRO,1
Road,BDG,1
Road,PPLX,1
Road,ST,1
